Q28,Q39_Part_1,Q39_Part_2,Q39_Part_3,Q39_Part_4,Q39_Part_5,Q39_Part_6,Q39_Part_7,Q39_Part_8,Q39_Part_9,Q39_OTHER,Q40_Part_1,Q40_Part_2,Q40_Part_3,Q40_Part_4,Q40_Part_5,Q40_Part_6,Q40_Part_7,Q40_Part_8,Q40_Part_9,Q40_Part_10,Q40_Part_11,Q40_OTHER
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,Other,,,,,,,Udemy,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,, Colab ,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,, Colab ,,,,,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,,,, Shiny ,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,Other
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,,,,,,
 Google Cloud Platform (GCP) , Plotly Dash ,, NBViewer , GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,edX,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,Fast.ai,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,University Courses (resulting in a university degree),,
 Salesforce Cloud ,,,,,,,,,,Other,Coursera,,,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,edX,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,, Kaggle ,,,,,,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,Other
 Amazon Web Services (AWS) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,, NBViewer , GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
 Amazon Web Services (AWS) ,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
 Microsoft Azure ,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,edX,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,, Personal blog ,,,,,,,,Kaggle Learn Courses,,,Udacity,,LinkedIn Learning,,,,
,,,, GitHub , Personal blog , Kaggle ,,,,,,,,,,,,,,,None,
 Microsoft Azure ,,,, GitHub , Personal blog , Kaggle ,,,,,,,,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,, GitHub ,,, Colab , Shiny ,,,Coursera,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,, GitHub ,,, Colab ,,,,Coursera,edX,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,Fast.ai,Udacity,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,Other,Coursera,edX,Kaggle Learn Courses,DataCamp,Fast.ai,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,, GitHub ,, Kaggle ,, Shiny ,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,LinkedIn Learning,,,,
 SAP Cloud ,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,,,,,,Udacity,,LinkedIn Learning,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,edX,,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,, GitHub ,,,, Shiny ,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
 Microsoft Azure ,,,,,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub , Personal blog ,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,, Colab ,,,,,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Other,Coursera,edX,,,,Udacity,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,, GitHub ,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,None,
 Google Cloud Platform (GCP) , Plotly Dash ,,,,,,,,,,Coursera,edX,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,,,
 Oracle Cloud ,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,edX,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,, Colab ,,,,,,,DataCamp,,,Udemy,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,Coursera,edX,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub , Personal blog , Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,edX,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,,,,DataCamp,,,,,,,,
 Amazon Web Services (AWS) ,,,,,, Kaggle ,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,,,,,
,,,,,,,,,,,,edX,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Microsoft Azure , Plotly Dash , Streamlit , NBViewer , GitHub ,, Kaggle , Colab ,,,,Coursera,,,,Fast.ai,,Udemy,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,Other,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,,,Udacity,,,,,,
,,,, GitHub , Personal blog , Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,, Shiny ,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,DataCamp,Fast.ai,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 SAP Cloud ,,,, GitHub ,, Kaggle ,, Shiny ,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
